Protocolo_S2iD,Nome_Municipio,Sigla_UF,regiao,Data_Registro,Data_Evento,Cod_Cobrade,tipologia,descricao_tipologia,grupo_de_desastre,Cod_IBGE_Mun,Setores Censitários,Status,DH_Descricao,DH_MORTOS,DH_FERIDOS,DH_ENFERMOS,DH_DESABRIGADOS,DH_DESALOJADOS,DH_DESAPARECIDOS,DH_AFETADOS_SECA_ESTIAGEM,DH_total_danos_humanos_diretos,DH_OUTROS AFETADOS,DM_Descricao,DM_Uni Habita Danificadas,DM_Uni Habita Destruidas,DM_Uni Habita Valor,DM_Inst Saúde Danificadas,DM_Inst Saúde Destruidas,DM_Inst Saúde Valor,DM_Inst Ensino Danificadas,DM_Inst Ensino Destruidas,DM_Inst Ensino Valor,DM_Inst Serviços Danificadas,DM_Inst Serviços Destruidas,DM_Inst Serviços Valor,DM_Inst Comuni Danificadas,DM_Inst Comuni Destruidas,DM_Inst Comuni Valor,DM_Obras de Infra Danificadas,DM_Obras de Infra Destruidas,DM_Obras de Infra Valor,DM_total_danos_materiais,DA_Descricao,DA_Polui/cont da água,DA_Polui/cont do ar,DA_Polui/cont do solo,DA_Dimi/exauri hídrico,DA_Incêndi parques/APA's/APP's,PEPL_Descricao,PEPL_Assis_méd e emergên(R$),PEPL_Abast de água pot(R$),PEPL_sist de esgotos sanit(R$),PEPL_Sis limp e rec lixo (R$),PEPL_Sis cont pragas (R$),PEPL_distrib energia (R$),PEPL_Telecomunicações (R$),PEPL_Tran loc/reg/l_curso (R$),PEPL_Distrib combustíveis(R$),PEPL_Segurança pública (R$),PEPL_Ensino (R$),PEPL_total_publico,PEPR_Descricao,PEPR_Agricultura (R$),PEPR_Pecuária (R$),PEPR_Indústria (R$),PEPR_Comércio (R$),PEPR_Serviços (R$),PEPR_total_privado,PE_PLePR
RS-P-4313904-12100-19920602,Panambi,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4313904,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4314001-12100-19920602,Paraí,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4314001,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4314308-12100-19920602,Pejuçara,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4314308,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4315008-12100-19920602,Porto Lucena,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4315008,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4315107-12100-19920602,Porto Xavier,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4315107,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4315354-12100-19920602,Quinze de Novembro,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4315354,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4316105-12100-19920602,Ronda Alta,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4316105,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4316600-12100-19920602,Sananduva,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4316600,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4316709-12100-19920602,Santa Bárbara do Sul,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4316709,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4317509-12100-19920602,Santo Ângelo,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4317509,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4318002-12100-19920602,São Borja,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4318002,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4319307-12100-19920602,São Paulo das Missões,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4319307,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4320305-12100-19920602,Selbach,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4320305,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4320503-12100-19920602,Sertão,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4320503,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4320909-12200-19920602,Tapejara,RS,Sul,02/06/1992,02/06/1992,12200,2.00,Enxurradas,Hidrológico,4320909,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4321402-12100-19920602,Tenente Portela,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4321402,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4321857-12100-19920602,Três Palmeiras,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4321857,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4322301-12100-19920602,Tuparendi,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4322301,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4322905-12100-19920602,Viadutos,RS,Sul,02/06/1992,02/06/1992,12100,7.00,Inundações,Hidrológico,4322905,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4321857-12200-19920610,Três Palmeiras,RS,Sul,10/06/1992,10/06/1992,12200,2.00,Enxurradas,Hidrológico,4321857,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4322301-12200-19920610,Tuparendi,RS,Sul,10/06/1992,10/06/1992,12200,2.00,Enxurradas,Hidrológico,4322301,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4308300-12100-19920715,Fontoura Xavier,RS,Sul,15/07/1992,15/07/1992,12100,7.00,Inundações,Hidrológico,4308300,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4311601-12100-19920715,Liberato Salzano,RS,Sul,15/07/1992,15/07/1992,12100,7.00,Inundações,Hidrológico,4311601,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4313201-12100-19920715,Nova Petrópolis,RS,Sul,15/07/1992,15/07/1992,12100,7.00,Inundações,Hidrológico,4313201,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4315131-12100-19920715,Pouso Novo,RS,Sul,15/07/1992,15/07/1992,12100,7.00,Inundações,Hidrológico,4315131,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4319703-12100-19920715,São Valentim,RS,Sul,15/07/1992,15/07/1992,12100,7.00,Inundações,Hidrológico,4319703,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4320602-12100-19920715,Severiano de Almeida,RS,Sul,15/07/1992,15/07/1992,12100,7.00,Inundações,Hidrológico,4320602,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4321634-12100-19920715,Três Arroios,RS,Sul,15/07/1992,15/07/1992,12100,7.00,Inundações,Hidrológico,4321634,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4321907-12100-19920715,Três Passos,RS,Sul,15/07/1992,15/07/1992,12100,7.00,Inundações,Hidrológico,4321907,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4323200-12100-19920715,Victor Graeff,RS,Sul,15/07/1992,15/07/1992,12100,7.00,Inundações,Hidrológico,4323200,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4309001-12100-19921022,Giruá,RS,Sul,22/10/1992,22/10/1992,12100,7.00,Inundações,Hidrológico,4309001,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4315602-12100-19921022,Rio Grande,RS,Sul,22/10/1992,22/10/1992,12100,7.00,Inundações,Hidrológico,4315602,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4318507-12100-19921022,São José do Norte,RS,Sul,22/10/1992,22/10/1992,12100,7.00,Inundações,Hidrológico,4318507,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4310405-12100-19921116,Independência,RS,Sul,16/11/1992,16/11/1992,12100,7.00,Inundações,Hidrológico,4310405,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4315800-12200-19921116,Roca Sales,RS,Sul,16/11/1992,16/11/1992,12200,2.00,Enxurradas,Hidrológico,4315800,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4319158-12100-19921116,São Miguel das Missões,RS,Sul,16/11/1992,16/11/1992,12100,7.00,Inundações,Hidrológico,4319158,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4319604-12200-19921116,São Sepé,RS,Sul,16/11/1992,16/11/1992,12200,2.00,Enxurradas,Hidrológico,4319604,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4308805-12100-19930218,General Câmara,RS,Sul,18/02/1993,18/02/1993,12100,7.00,Inundações,Hidrológico,4308805,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4316808-12100-19930218,Santa Cruz do Sul,RS,Sul,18/02/1993,18/02/1993,12100,7.00,Inundações,Hidrológico,4316808,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4321832-12200-19930326,Três Forquilhas,RS,Sul,26/03/1993,26/03/1993,12200,2.00,Enxurradas,Hidrológico,4321832,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4314605-12200-19930506,Piratini,RS,Sul,06/05/1993,06/05/1993,12200,2.00,Enxurradas,Hidrológico,4314605,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4317004-12200-19930506,Santana da Boa Vista,RS,Sul,06/05/1993,06/05/1993,12200,2.00,Enxurradas,Hidrológico,4317004,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4315305-12100-19930512,Quaraí,RS,Sul,12/05/1993,12/05/1993,12100,7.00,Inundações,Hidrológico,4315305,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4300406-12200-19930513,Alegrete,RS,Sul,13/05/1993,13/05/1993,12200,2.00,Enxurradas,Hidrológico,4300406,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4306601-12200-19930514,Dom Pedrito,RS,Sul,14/05/1993,14/05/1993,12200,2.00,Enxurradas,Hidrológico,4306601,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4318408-12200-19930611,São Jerônimo,RS,Sul,11/06/1993,11/06/1993,12200,2.00,Enxurradas,Hidrológico,4318408,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4316402-12200-19930616,Rosário do Sul,RS,Sul,16/06/1993,16/06/1993,12200,2.00,Enxurradas,Hidrológico,4316402,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4303558-12100-19930706,Camargo,RS,Sul,06/07/1993,06/07/1993,12100,7.00,Inundações,Hidrológico,4303558,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4304853-12100-19930706,Carlos Gomes,RS,Sul,06/07/1993,06/07/1993,12100,7.00,Inundações,Hidrológico,4304853,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4305355-12100-19930706,Charqueadas,RS,Sul,06/07/1993,06/07/1993,12100,7.00,Inundações,Hidrológico,4305355,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4305371-12200-19930706,Charrua,RS,Sul,06/07/1993,06/07/1993,12200,2.00,Enxurradas,Hidrológico,4305371,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4305900-12200-19930706,Coronel Bicaco,RS,Sul,06/07/1993,06/07/1993,12200,2.00,Enxurradas,Hidrológico,4305900,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4306734-12200-19930706,Doutor Maurício Cardoso,RS,Sul,06/07/1993,06/07/1993,12200,2.00,Enxurradas,Hidrológico,4306734,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4307401-12200-19930706,Esmeralda,RS,Sul,06/07/1993,06/07/1993,12200,2.00,Enxurradas,Hidrológico,4307401,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4307559-12200-19930706,Estação,RS,Sul,06/07/1993,06/07/1993,12200,2.00,Enxurradas,Hidrológico,4307559,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4307708-12100-19930706,Esteio,RS,Sul,06/07/1993,06/07/1993,12100,7.00,Inundações,Hidrológico,4307708,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
RS-P-4308805-12100-19930706,General Câmara,RS,Sul,06/07/1993,06/07/1993,12100,7.00,Inundações,Hidrológico,4308805,,Registro,,0,0,0,0,0,0,0,0,0,,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
